chr	start	end	hg19_loc	species	liftOver_input
chr6	23650087	23650089	chr3:46353198-46353200	canFam3	chr6:23650087-23650089
chrX	47261247	47261249	chr3:46353198-46353200	canFam3	chrX:47261247-47261249
chr29	12318241	12318243	chr8:63408371-63408373	canFam3	chr29:12318241-12318243
chr29	12744298	12744300	chr8:63408371-63408373	canFam3	chr29:12744298-12744300
chrC1	53923535	53923536	chr1:65591574-65591576	felCat8	chrC1:53923535-53923536
chrC1	165815573	165815575	chr1:65591574-65591576	felCat8	chrC1:165815573-165815575
chrC1	176437360	176437362	chr1:65591574-65591576	felCat8	chrC1:176437360-176437362
chrB3	62466333	62466335	chr1:65591574-65591576	felCat8	chrB3:62466333-62466335
chrB3_AANG03059124v1_random	919	921	chr1:65591574-65591576	felCat8	chrB3_AANG03059124v1_random:919-921
chrD2_AANG03245711v1_random	202	204	chr14:28735075-28735077	felCat8	chrD2_AANG03245711v1_random:202-204
chrD3	34711066	34711068	chr14:28735075-28735077	felCat8	chrD3:34711066-34711068
chrB3	6616224	6616226	chr14:28735075-28735077	felCat8	chrB3:6616224-6616226
chrA1	4688472	4688474	chr14:28735075-28735077	felCat8	chrA1:4688472-4688474
chrD2	86723877	86723879	chr14:28735075-28735077	felCat8	chrD2:86723877-86723879
chrE1	43465763	43465764	chr17:43750136-43750138	felCat8	chrE1:43465763-43465764
chrE1	43465766	43465767	chr17:43750136-43750138	felCat8	chrE1:43465766-43465767
chrE1	43495555	43495556	chr17:43782491-43782493	felCat8	chrE1:43495555-43495556
chrE1	43495565	43495566	chr17:43782491-43782493	felCat8	chrE1:43495565-43495566
chrE1	43510135	43510136	chr17:43798159-43798161	felCat8	chrE1:43510135-43510136
chrE1	43510141	43510142	chr17:43798159-43798161	felCat8	chrE1:43510141-43510142
chrE1	43519837	43519838	chr17:43807954-43807956	felCat8	chrE1:43519837-43519838
chrE1	43519842	43519843	chr17:43807954-43807956	felCat8	chrE1:43519842-43519843
chrE1	43542530	43542532	chr17:43834073-43834075	felCat8	chrE1:43542530-43542532
chrE1_AANG03050387v1_random	1170	1172	chr17:43834073-43834075	felCat8	chrE1_AANG03050387v1_random:1170-1172
chrE1_AANG03083533v1_random	464	466	chr17:43834073-43834075	felCat8	chrE1_AANG03083533v1_random:464-466
chrE1	43611071	43611072	chr17:43910261-43910263	felCat8	chrE1:43611071-43611072
chrE1	43611073	43611074	chr17:43910261-43910263	felCat8	chrE1:43611073-43611074
chrE1	43678803	43678805	chr17:44005614-44005616	felCat8	chrE1:43678803-43678805
chrE1	43680742	43680744	chr17:44005614-44005616	felCat8	chrE1:43680742-43680744
chrE1	43685807	43685808	chr17:44012988-44012990	felCat8	chrE1:43685807-43685808
chrE1	43685826	43685827	chr17:44012988-44012990	felCat8	chrE1:43685826-43685827
chrE1	43743075	43743076	chr17:44089562-44089564	felCat8	chrE1:43743075-43743076
chrE1	43743077	43743078	chr17:44089562-44089564	felCat8	chrE1:43743077-43743078
chrE1	43853914	43853915	chr17:44217111-44217113	felCat8	chrE1:43853914-43853915
chrE1	43853922	43853923	chr17:44217111-44217113	felCat8	chrE1:43853922-43853923
chrE2	8698269	8698271	chr19:49302285-49302287	felCat8	chrE2:8698269-8698271
chrE2_AANG03113589v1_random	119	121	chr19:49302285-49302287	felCat8	chrE2_AANG03113589v1_random:119-121
chrE2_AANG03141698v1_random	644	646	chr19:49302285-49302287	felCat8	chrE2_AANG03141698v1_random:644-646
chrA2	15664268	15664270	chr3:45847240-45847242	felCat8	chrA2:15664268-15664270
chrA2	15665186	15665188	chr3:45847240-45847242	felCat8	chrA2:15665186-15665188
chrA2	15777273	15777275	chr3:45985346-45985348	felCat8	chrA2:15777273-15777275
chrA2_AANG03224251v1_random	425	427	chr3:45985346-45985348	felCat8	chrA2_AANG03224251v1_random:425-427
chrA2	15798245	15798247	chr3:46006340-46006342	felCat8	chrA2:15798245-15798247
chrA2_AANG03085971v1_random	70	72	chr3:46006340-46006342	felCat8	chrA2_AANG03085971v1_random:70-72
chrA2	15810792	15810794	chr3:46018276-46018278	felCat8	chrA2:15810792-15810794
chrA2_AANG03173009v1_random	24	26	chr3:46018276-46018278	felCat8	chrA2_AANG03173009v1_random:24-26
chrA2_AANG03181148v1_random	190	192	chr3:46018276-46018278	felCat8	chrA2_AANG03181148v1_random:190-192
chrA2	15826941	15826943	chr3:46033818-46033820	felCat8	chrA2:15826941-15826943
chrA2	17605993	17605995	chr3:46033818-46033820	felCat8	chrA2:17605993-17605995
chrUn_AANG03153587v1	589	591	chr3:46033818-46033820	felCat8	chrUn_AANG03153587v1:589-591
chrA2_AANG03197107v1_random	344	346	chr3:46033818-46033820	felCat8	chrA2_AANG03197107v1_random:344-346
chrA2_AANG03272066v1_random	464	466	chr3:46033818-46033820	felCat8	chrA2_AANG03272066v1_random:464-466
chrA2	15982455	15982457	chr3:46334845-46334847	felCat8	chrA2:15982455-15982457
chrA2_AANG03128415v1_random	71	73	chr3:46334845-46334847	felCat8	chrA2_AANG03128415v1_random:71-73
chrA2	16030899	16030901	chr3:46392130-46392132	felCat8	chrA2:16030899-16030901
chrA2_AANG03192830v1_random	407	409	chr3:46392130-46392132	felCat8	chrA2_AANG03192830v1_random:407-409
chrF2	13336095	13336097	chr8:63408371-63408373	felCat8	chrF2:13336095-13336097
chrF2	13760994	13760996	chr8:63408371-63408373	felCat8	chrF2:13760994-13760996
chrD4_KN302711v1_random	10312	10314	chr9:136137139-136137141	felCat8	chrD4_KN302711v1_random:10312-10314
chrUn_AANG03129128v1	279	281	chr9:136137139-136137141	felCat8	chrUn_AANG03129128v1:279-281
chr1	130272126	130272128	chr1:151341569-151341571	gorGor3	chr1:130272126-130272128
chr1	130288442	130288444	chr1:151341569-151341571	gorGor3	chr1:130288442-130288444
chr1	210488039	210488041	chr1:230449942-230449944	gorGor3	chr1:210488039-210488041
chr1	210489398	210489400	chr1:230449942-230449944	gorGor3	chr1:210489398-210489400
chr11	50497277	50497279	chr11:88592243-88592245	gorGor3	chr11:50497277-50497279
chr11	86168099	86168101	chr11:88592243-88592245	gorGor3	chr11:86168099-86168101
chr5	38629977	38629979	chr17:43519759-43519761	gorGor3	chr5:38629977-38629979
chr5	38630500	38630502	chr17:43519759-43519761	gorGor3	chr5:38630500-38630502
chr5	38313764	38313766	chr17:43825724-43825726	gorGor3	chr5:38313764-38313766
chr5	38318301	38318303	chr17:43825724-43825726	gorGor3	chr5:38318301-38318303
chr5	38099157	38099159	chr17:44011017-44011019	gorGor3	chr5:38099157-38099159
chr5	38127384	38127386	chr17:44011017-44011019	gorGor3	chr5:38127384-38127386
chr5	38097185	38097187	chr17:44012988-44012990	gorGor3	chr5:38097185-38097187
chr5	38125411	38125413	chr17:44012988-44012990	gorGor3	chr5:38125411-38125413
chr5	38095789	38095791	chr17:44014383-44014385	gorGor3	chr5:38095789-38095791
chr5	38124015	38124017	chr17:44014383-44014385	gorGor3	chr5:38124015-38124017
chr6	85088265	85088267	chr17:44095569-44095571	gorGor3	chr6:85088265-85088267
chr6	85096584	85096586	chr17:44095569-44095571	gorGor3	chr6:85096584-85096586
chr5	37049557	37049559	chr17:44165851-44165853	gorGor3	chr5:37049557-37049559
chr5	37966409	37966411	chr17:44165851-44165853	gorGor3	chr5:37966409-37966411
chr5	37043457	37043459	chr17:44170413-44170415	gorGor3	chr5:37043457-37043459
chr5	37961803	37961805	chr17:44170413-44170415	gorGor3	chr5:37961803-37961805
chr5	37040743	37040745	chr17:44173178-44173180	gorGor3	chr5:37040743-37040745
chr5	37959040	37959042	chr17:44173178-44173180	gorGor3	chr5:37959040-37959042
chr5	37035782	37035784	chr17:44180172-44180174	gorGor3	chr5:37035782-37035784
chr5	37950138	37950140	chr17:44180172-44180174	gorGor3	chr5:37950138-37950140
chr3	59145980	59145982	chr17:44182335-44182337	gorGor3	chr3:59145980-59145982
chr5	37033551	37033553	chr17:44182335-44182337	gorGor3	chr5:37033551-37033553
chr5	37832764	37832766	chr17:44293019-44293021	gorGor3	chr5:37832764-37832766
chr9	32556232	32556234	chr17:44293019-44293021	gorGor3	chr9:32556232-32556234
chr5	15563806	15563808	chr17:44351386-44351388	gorGor3	chr5:15563806-15563808
chr5	37774657	37774659	chr17:44351386-44351388	gorGor3	chr5:37774657-37774659
chr5	15565473	15565475	chr17:44353692-44353694	gorGor3	chr5:15565473-15565475
chr5	37772367	37772369	chr17:44353692-44353694	gorGor3	chr5:37772367-37772369
chr5	34264111	34264113	chr17:47868920-47868922	gorGor3	chr5:34264111-34264113
chr5	34283598	34283600	chr17:47868920-47868922	gorGor3	chr5:34283598-34283600
chr19	14568016	14568018	chr19:14407432-14407434	gorGor3	chr19:14568016-14568018
chr5	53619118	53619120	chr19:14407432-14407434	gorGor3	chr5:53619118-53619120
chr2B	12574943	12574945	chr2:126473491-126473493	gorGor3	chr2B:12574943-12574945
chr2B	12575379	12575381	chr2:126473491-126473493	gorGor3	chr2B:12575379-12575381
chr3	47074597	47074599	chr3:45914584-45914586	gorGor3	chr3:47074597-47074599
chr3	47089490	47089492	chr3:45914584-45914586	gorGor3	chr3:47089490-47089492
chr3	47131365	47131367	chr3:45914584-45914586	gorGor3	chr3:47131365-47131367
chr3	47084158	47084160	chr3:45951646-45951648	gorGor3	chr3:47084158-47084160
chr3	47136697	47136699	chr3:45951646-45951648	gorGor3	chr3:47136697-47136699
chr3	47335873	47335875	chr3:46154456-46154458	gorGor3	chr3:47335873-47335875
chr3	47346751	47346753	chr3:46154456-46154458	gorGor3	chr3:47346751-47346753
chr3	100738419	100738421	chr3:101434918-101434920	gorGor3	chr3:100738419-100738421
chr3	100742619	100742621	chr3:101434918-101434920	gorGor3	chr3:100742619-100742621
chr3	120100341	120100343	chr9:136154999-136155001	gorGor3	chr3:120100341-120100343
chr9	116901347	116901349	chr9:136154999-136155001	gorGor3	chr9:116901347-116901349
chr9	116842610	116842612	chr9:136185323-136185325	gorGor3	chr9:116842610-116842612
chr9	116931300	116931302	chr9:136185323-136185325	gorGor3	chr9:116931300-116931302
chr9	119183426	119183428	chr9:136185323-136185325	gorGor3	chr9:119183426-119183428
JH725452	4984801	4984802	chr17:43754009-43754011	jacJac1	JH725452:4984801-4984802
JH725452	4984796	4984797	chr17:43754009-43754011	jacJac1	JH725452:4984796-4984797
JH725452	4955457	4955458	chr17:43779656-43779658	jacJac1	JH725452:4955457-4955458
JH725452	4955455	4955456	chr17:43779656-43779658	jacJac1	JH725452:4955455-4955456
JH725452	4824241	4824242	chr17:43910261-43910263	jacJac1	JH725452:4824241-4824242
JH725452	4824239	4824240	chr17:43910261-43910263	jacJac1	JH725452:4824239-4824240
JH725452	4641881	4641882	chr17:44089562-44089564	jacJac1	JH725452:4641881-4641882
JH725452	4641879	4641880	chr17:44089562-44089564	jacJac1	JH725452:4641879-4641880
JH725457	2564577	2564579	chr3:46183559-46183561	jacJac1	JH725457:2564577-2564579
JH725469	10454347	10454349	chr3:46183559-46183561	jacJac1	JH725469:10454347-10454349
JH725446	9847800	9847802	chr3:46353198-46353200	jacJac1	JH725446:9847800-9847802
JH725550	1911898	1911900	chr3:46353198-46353200	jacJac1	JH725550:1911898-1911900
JH725581	3930357	3930359	chr3:46353198-46353200	jacJac1	JH725581:3930357-3930359
scaffold_3	50084728	50084730	chr1:65591574-65591576	loxAfr3	scaffold_3:50084728-50084730
scaffold_24	17655876	17655878	chr1:65591574-65591576	loxAfr3	scaffold_24:17655876-17655878
scaffold_50	9883072	9883074	chr11:129894919-129894921	loxAfr3	scaffold_50:9883072-9883074
scaffold_50	10220476	10220478	chr11:129894919-129894921	loxAfr3	scaffold_50:10220476-10220478
scaffold_31	26479223	26479225	chr17:43519759-43519761	loxAfr3	scaffold_31:26479223-26479225
scaffold_47	214717	214719	chr17:43519759-43519761	loxAfr3	scaffold_47:214717-214719
scaffold_47	306845	306847	chr17:43519759-43519761	loxAfr3	scaffold_47:306845-306847
scaffold_1965	5326	5328	chr17:43519759-43519761	loxAfr3	scaffold_1965:5326-5328
scaffold_31	27188920	27188921	chr17:43852741-43852743	loxAfr3	scaffold_31:27188920-27188921
scaffold_31	27188923	27188924	chr17:43852741-43852743	loxAfr3	scaffold_31:27188923-27188924
scaffold_31	27242347	27242349	chr17:43904672-43904674	loxAfr3	scaffold_31:27242347-27242349
scaffold_32	213439	213441	chr17:43904672-43904674	loxAfr3	scaffold_32:213439-213441
scaffold_31	27249435	27249436	chr17:43910261-43910263	loxAfr3	scaffold_31:27249435-27249436
scaffold_31	27249437	27249438	chr17:43910261-43910263	loxAfr3	scaffold_31:27249437-27249438
scaffold_31	27308896	27308897	chr17:43974229-43974231	loxAfr3	scaffold_31:27308896-27308897
scaffold_31	27308910	27308911	chr17:43974229-43974231	loxAfr3	scaffold_31:27308910-27308911
scaffold_31	27423382	27423383	chr17:44089562-44089564	loxAfr3	scaffold_31:27423382-27423383
scaffold_31	27423384	27423385	chr17:44089562-44089564	loxAfr3	scaffold_31:27423384-27423385
chr2	5401756	5401758	chr12:113357441-113357443	micOch1	chr2:5401756-5401758
chr2	16889006	16889008	chr12:113357441-113357443	micOch1	chr2:16889006-16889008
chr2	16894496	16894498	chr12:113357441-113357443	micOch1	chr2:16894496-16894498
chr2	16912057	16912059	chr12:113357441-113357443	micOch1	chr2:16912057-16912059
chr2	16923643	16923645	chr12:113357441-113357443	micOch1	chr2:16923643-16923645
chr2	16929138	16929140	chr12:113357441-113357443	micOch1	chr2:16929138-16929140
chr2	17678158	17678160	chr12:113357441-113357443	micOch1	chr2:17678158-17678160
chr14_JH996429_random	15588363	15588365	chr14:28735075-28735077	micOch1	chr14_JH996429_random:15588363-15588365
chr8	31741320	31741322	chr14:28735075-28735077	micOch1	chr8:31741320-31741322
chrLG4	45321298	45321300	chr14:28735075-28735077	micOch1	chrLG4:45321298-45321300
chrUn_JH996478	694119	694120	chr17:43846667-43846669	micOch1	chrUn_JH996478:694119-694120
chrUn_JH996478	694764	694765	chr17:43846667-43846669	micOch1	chrUn_JH996478:694764-694765
chrUn_JH996478	751047	751048	chr17:43910261-43910263	micOch1	chrUn_JH996478:751047-751048
chrUn_JH996478	751049	751050	chr17:43910261-43910263	micOch1	chrUn_JH996478:751049-751050
chrX	14645542	14645544	chr17:44026494-44026496	micOch1	chrX:14645542-14645544
chrUn_JH996478	850244	850246	chr17:44026494-44026496	micOch1	chrUn_JH996478:850244-850246
chrUn_JH996478	896086	896087	chr17:44089562-44089564	micOch1	chrUn_JH996478:896086-896087
chrUn_JH996478	896088	896089	chr17:44089562-44089564	micOch1	chrUn_JH996478:896088-896089
chr26	8643125	8643127	chr19:49302285-49302287	micOch1	chr26:8643125-8643127
chrUn_JH996444	1655037	1655039	chr19:49302285-49302287	micOch1	chrUn_JH996444:1655037-1655039
chr19	46220678	46220679	chr17:43910261-43910263	oryCun2	chr19:46220678-46220679
chr19	46220680	46220681	chr17:43910261-43910263	oryCun2	chr19:46220680-46220681
chr19	46303752	46303753	chr17:44026494-44026496	oryCun2	chr19:46303752-46303753
chr19	46303891	46303892	chr17:44026494-44026496	oryCun2	chr19:46303891-46303892
chr19	46332611	46332613	chr17:44073888-44073890	oryCun2	chr19:46332611-46332613
chrX	66074463	66074465	chr17:44073888-44073890	oryCun2	chrX:66074463-66074465
chrUn0094	374910	374912	chr19:53626512-53626514	oryCun2	chrUn0094:374910-374912
chrUn0094	565092	565094	chr19:53626512-53626514	oryCun2	chrUn0094:565092-565094
chr1	38595449	38595451	chr3:46353198-46353200	oryCun2	chr1:38595449-38595451
chr13	29951883	29951885	chr3:46353198-46353200	oryCun2	chr13:29951883-29951885
chr14	14596441	14596443	chr3:46353198-46353200	oryCun2	chr14:14596441-14596443
chr6	12721377	12721379	chr3:46353198-46353200	oryCun2	chr6:12721377-12721379
chr9	70844463	70844465	chr3:46353198-46353200	oryCun2	chr9:70844463-70844465
chr15	97821209	97821210	chr4:122927140-122927142	oryCun2	chr15:97821209-97821210
chr15	97821219	97821220	chr4:122927140-122927142	oryCun2	chr15:97821219-97821220
chr1	40324868	40324870	chr1:65591574-65591576	oviAri3	chr1:40324868-40324870
chr16	20778827	20778829	chr1:65591574-65591576	oviAri3	chr16:20778827-20778829
chr16	20779047	20779049	chr1:65591574-65591576	oviAri3	chr16:20779047-20779049
chr2	128005531	128005533	chr1:65591574-65591576	oviAri3	chr2:128005531-128005533
chr2	131766675	131766677	chr1:65591574-65591576	oviAri3	chr2:131766675-131766677
chr22	49671756	49671758	chr14:28735075-28735077	oviAri3	chr22:49671756-49671758
chr23	41753738	41753740	chr14:28735075-28735077	oviAri3	chr23:41753738-41753740
chr11	45130032	45130034	chr17:43773942-43773944	oviAri3	chr11:45130032-45130034
chr11	45141758	45141760	chr17:43773942-43773944	oviAri3	chr11:45141758-45141760
chr11	45262565	45262566	chr17:43898886-43898888	oviAri3	chr11:45262565-45262566
chr11	45262567	45262568	chr17:43898886-43898888	oviAri3	chr11:45262567-45262568
chr11	45272468	45272469	chr17:43910261-43910263	oviAri3	chr11:45272468-45272469
chr11	45272470	45272471	chr17:43910261-43910263	oviAri3	chr11:45272470-45272471
chr11	45357232	45357233	chr17:44012988-44012990	oviAri3	chr11:45357232-45357233
chr11	45357244	45357245	chr17:44012988-44012990	oviAri3	chr11:45357244-45357245
chr11	45425835	45425836	chr17:44089562-44089564	oviAri3	chr11:45425835-45425836
chr11	45425837	45425838	chr17:44089562-44089564	oviAri3	chr11:45425837-45425838
chr19	53166301	53166303	chr3:46174604-46174606	oviAri3	chr19:53166301-53166303
chr19	53166892	53166894	chr3:46174604-46174606	oviAri3	chr19:53166892-53166894
chr19	53125704	53125706	chr3:46247095-46247097	oviAri3	chr19:53125704-53125706
chr19	53151218	53151220	chr3:46247095-46247097	oviAri3	chr19:53151218-53151220
chr19	53112204	53112206	chr3:46253978-46253980	oviAri3	chr19:53112204-53112206
chr19	53147855	53147857	chr3:46253978-46253980	oviAri3	chr19:53147855-53147857
chr19	53080041	53080042	chr3:46262722-46262724	oviAri3	chr19:53080041-53080042
chr19	53080039	53080040	chr3:46262722-46262724	oviAri3	chr19:53080039-53080040
chr9	40135829	40135831	chr8:63408371-63408373	oviAri3	chr9:40135829-40135831
chr9	40471905	40471907	chr8:63408371-63408373	oviAri3	chr9:40471905-40471907
Anc06refChr28619	73074	73076	chr1:65591574-65591576	oviBos	Anc06refChr28619:73074-73076
Anc06refChr26014	62656	62658	chr1:65591574-65591576	oviBos	Anc06refChr26014:62656-62658
Anc06refChr26618	47016	47018	chr1:65591574-65591576	oviBos	Anc06refChr26618:47016-47018
Anc06refChr18657	6830	6832	chr14:28735075-28735077	oviBos	Anc06refChr18657:6830-6832
Anc06refChr13117	174378	174380	chr14:28735075-28735077	oviBos	Anc06refChr13117:174378-174380
Anc06refChr19226	62529	62530	chr17:43898886-43898888	oviBos	Anc06refChr19226:62529-62530
Anc06refChr19226	62527	62528	chr17:43898886-43898888	oviBos	Anc06refChr19226:62527-62528
Anc06refChr19226	52310	52311	chr17:43910261-43910263	oviBos	Anc06refChr19226:52310-52311
Anc06refChr19226	52308	52309	chr17:43910261-43910263	oviBos	Anc06refChr19226:52308-52309
Anc06refChr19225	64522	64523	chr17:44012988-44012990	oviBos	Anc06refChr19225:64522-64523
Anc06refChr19225	64510	64511	chr17:44012988-44012990	oviBos	Anc06refChr19225:64510-64511
Anc06refChr19224	212391	212392	chr17:44089562-44089564	oviBos	Anc06refChr19224:212391-212392
Anc06refChr19224	212389	212390	chr17:44089562-44089564	oviBos	Anc06refChr19224:212389-212390
Anc06refChr19490	17825	17826	chr3:46262722-46262724	oviBos	Anc06refChr19490:17825-17826
