chr	start	end	species_loc	score	strand	species	hg19_loc	hg19_loc_original
chr17	44182335	44182337	chr5:37033551-37033553	0	.	gorGor3	chr17:44182335-44182337	chr17:44182335-44182337
chr17	45166561	45166563	chr5:37033551-37033553	0	.	gorGor3	chr17:45166561-45166563	chr17:44182335-44182337
chr17_ctg5_hap1	683721	683723	chr5:37033551-37033553	0	.	gorGor3	chr17_ctg5_hap1:683721-683723	chr17:44182335-44182337
chr17	44293019	44293021	chr5:37832764-37832766	0	.	gorGor3	chr17:44293019-44293021	chr17:44293019-44293021
chr17_ctg5_hap1	573222	573224	chr5:37832764-37832766	0	.	gorGor3	chr17_ctg5_hap1:573222-573224	chr17:44293019-44293021
chr17	44293019	44293021	chr9:32556232-32556234	0	.	gorGor3	chr17:44293019-44293021	chr17:44293019-44293021
chr17_ctg5_hap1	573222	573224	chr9:32556232-32556234	0	.	gorGor3	chr17_ctg5_hap1:573222-573224	chr17:44293019-44293021
chr17	44351386	44351388	chr5:15563806-15563808	0	.	gorGor3	chr17:44351386-44351388	chr17:44351386-44351388
chr17	65979436	65979438	chr5:15563806-15563808	0	.	gorGor3	chr17:65979436-65979438	chr17:44351386-44351388
chr17_ctg5_hap1	514581	514583	chr5:15563806-15563808	0	.	gorGor3	chr17_ctg5_hap1:514581-514583	chr17:44351386-44351388
chr17_ctg5_hap1	1218392	1218394	chr5:15563806-15563808	0	.	gorGor3	chr17_ctg5_hap1:1218392-1218394	chr17:44351386-44351388
chr17_ctg5_hap1	1255990	1255992	chr5:15563806-15563808	0	.	gorGor3	chr17_ctg5_hap1:1255990-1255992	chr17:44351386-44351388
chr17	44351386	44351388	chr5:37774657-37774659	0	.	gorGor3	chr17:44351386-44351388	chr17:44351386-44351388
chr17	65979436	65979438	chr5:37774657-37774659	0	.	gorGor3	chr17:65979436-65979438	chr17:44351386-44351388
chr17_ctg5_hap1	514581	514583	chr5:37774657-37774659	0	.	gorGor3	chr17_ctg5_hap1:514581-514583	chr17:44351386-44351388
chr17_ctg5_hap1	1218392	1218394	chr5:37774657-37774659	0	.	gorGor3	chr17_ctg5_hap1:1218392-1218394	chr17:44351386-44351388
chr17_ctg5_hap1	1255990	1255992	chr5:37774657-37774659	0	.	gorGor3	chr17_ctg5_hap1:1255990-1255992	chr17:44351386-44351388
chr17	44353692	44353694	chr5:15565473-15565475	0	.	gorGor3	chr17:44353692-44353694	chr17:44353692-44353694
chr17	65977743	65977745	chr5:15565473-15565475	0	.	gorGor3	chr17:65977743-65977745	chr17:44353692-44353694
chr17_ctg5_hap1	512278	512280	chr5:15565473-15565475	0	.	gorGor3	chr17_ctg5_hap1:512278-512280	chr17:44353692-44353694
chr17_ctg5_hap1	1220692	1220694	chr5:15565473-15565475	0	.	gorGor3	chr17_ctg5_hap1:1220692-1220694	chr17:44353692-44353694
chr17_ctg5_hap1	1253690	1253692	chr5:15565473-15565475	0	.	gorGor3	chr17_ctg5_hap1:1253690-1253692	chr17:44353692-44353694
chr17	44353692	44353694	chr5:37772367-37772369	0	.	gorGor3	chr17:44353692-44353694	chr17:44353692-44353694
chr17	65977743	65977745	chr5:37772367-37772369	0	.	gorGor3	chr17:65977743-65977745	chr17:44353692-44353694
chr17_ctg5_hap1	512278	512280	chr5:37772367-37772369	0	.	gorGor3	chr17_ctg5_hap1:512278-512280	chr17:44353692-44353694
chr17_ctg5_hap1	1220692	1220694	chr5:37772367-37772369	0	.	gorGor3	chr17_ctg5_hap1:1220692-1220694	chr17:44353692-44353694
chr17_ctg5_hap1	1253690	1253692	chr5:37772367-37772369	0	.	gorGor3	chr17_ctg5_hap1:1253690-1253692	chr17:44353692-44353694
chr17	47851230	47851232	chr5:34264111-34264113	0	.	gorGor3	chr17:47851230-47851232	chr17:47868920-47868922
chr17	47868920	47868922	chr5:34264111-34264113	0	.	gorGor3	chr17:47868920-47868922	chr17:47868920-47868922
chr17	47851230	47851232	chr5:34283598-34283600	0	.	gorGor3	chr17:47851230-47851232	chr17:47868920-47868922
chr17	47868920	47868922	chr5:34283598-34283600	0	.	gorGor3	chr17:47868920-47868922	chr17:47868920-47868922
chr17	28970464	28970466	chr19:14568016-14568018	0	.	gorGor3	chr17:28970464-28970466	chr19:14407432-14407434
chr17	30386486	30386488	chr19:14568016-14568018	0	.	gorGor3	chr17:30386486-30386488	chr19:14407432-14407434
chr19	14407432	14407434	chr19:14568016-14568018	0	.	gorGor3	chr19:14407432-14407434	chr19:14407432-14407434
chr17	28970464	28970466	chr5:53619118-53619120	0	.	gorGor3	chr17:28970464-28970466	chr19:14407432-14407434
chr17	30386486	30386488	chr5:53619118-53619120	0	.	gorGor3	chr17:30386486-30386488	chr19:14407432-14407434
chr19	14407432	14407434	chr5:53619118-53619120	0	.	gorGor3	chr19:14407432-14407434	chr19:14407432-14407434
chr2	126473491	126473493	chr2B:12574943-12574945	0	.	gorGor3	chr2:126473491-126473493	chr2:126473491-126473493
chr2	126473491	126473493	chr2B:12575379-12575381	0	.	gorGor3	chr2:126473491-126473493	chr2:126473491-126473493
chr3	45914584	45914586	chr3:47074597-47074599	0	.	gorGor3	chr3:45914584-45914586	chr3:45914584-45914586
chr3	45914584	45914586	chr3:47089490-47089492	0	.	gorGor3	chr3:45914584-45914586	chr3:45914584-45914586
chr3	45914584	45914586	chr3:47131365-47131367	0	.	gorGor3	chr3:45914584-45914586	chr3:45914584-45914586
chr3	45951646	45951648	chr3:47084158-47084160	0	.	gorGor3	chr3:45951646-45951648	chr3:45951646-45951648
chr3	45951646	45951648	chr3:47136697-47136699	0	.	gorGor3	chr3:45951646-45951648	chr3:45951646-45951648
chr3	46154456	46154458	chr3:47335873-47335875	0	.	gorGor3	chr3:46154456-46154458	chr3:46154456-46154458
chr3	46154456	46154458	chr3:47346751-47346753	0	.	gorGor3	chr3:46154456-46154458	chr3:46154456-46154458
chr3	101434918	101434920	chr3:100738419-100738421	0	.	gorGor3	chr3:101434918-101434920	chr3:101434918-101434920
chr3	101434918	101434920	chr3:100742619-100742621	0	.	gorGor3	chr3:101434918-101434920	chr3:101434918-101434920
chr3	120214302	120214304	chr3:120100341-120100343	0	.	gorGor3	chr3:120214302-120214304	chr9:136154999-136155001
chr9	136154999	136155001	chr3:120100341-120100343	0	.	gorGor3	chr9:136154999-136155001	chr9:136154999-136155001
chr3	120214302	120214304	chr9:116901347-116901349	0	.	gorGor3	chr3:120214302-120214304	chr9:136154999-136155001
chr9	136154999	136155001	chr9:116901347-116901349	0	.	gorGor3	chr9:136154999-136155001	chr9:136154999-136155001
chr9	136103282	136103284	chr9:116842610-116842612	0	.	gorGor3	chr9:136103282-136103284	chr9:136185323-136185325
chr9	136185323	136185325	chr9:116842610-116842612	0	.	gorGor3	chr9:136185323-136185325	chr9:136185323-136185325
chr9	138414046	138414048	chr9:116842610-116842612	0	.	gorGor3	chr9:138414046-138414048	chr9:136185323-136185325
chr9	136103282	136103284	chr9:116931300-116931302	0	.	gorGor3	chr9:136103282-136103284	chr9:136185323-136185325
chr9	136185323	136185325	chr9:116931300-116931302	0	.	gorGor3	chr9:136185323-136185325	chr9:136185323-136185325
chr9	138414046	138414048	chr9:116931300-116931302	0	.	gorGor3	chr9:138414046-138414048	chr9:136185323-136185325
chr9	136103282	136103284	chr9:119183426-119183428	0	.	gorGor3	chr9:136103282-136103284	chr9:136185323-136185325
chr9	136185323	136185325	chr9:119183426-119183428	0	.	gorGor3	chr9:136185323-136185325	chr9:136185323-136185325
chr9	138414046	138414048	chr9:119183426-119183428	0	.	gorGor3	chr9:138414046-138414048	chr9:136185323-136185325
chr12	113406561	113406562	chr12:112572724-112572725	0	.	gorGor3	chr12:113406561-113406562	chr12:113406561-113406563
chr12	113406562	113406563	chr12:112572726-112572727	0	.	gorGor3	chr12:113406562-113406563	chr12:113406561-113406563
chr17	5072133	5072135	chr17:5286428-5286430	0	.	gorGor3	chr17:5072133-5072135	chr17:5072133-5072135
chr17	16701627	16701629	chr17:5286428-5286430	0	.	gorGor3	chr17:16701627-16701629	chr17:5072133-5072135
chr17	18420713	18420715	chr17:5286428-5286430	0	.	gorGor3	chr17:18420713-18420715	chr17:5072133-5072135
chr17	20330175	20330177	chr17:5286428-5286430	0	.	gorGor3	chr17:20330175-20330177	chr17:5072133-5072135
chr17	58260740	58260742	chr17:5286428-5286430	0	.	gorGor3	chr17:58260740-58260742	chr17:5072133-5072135
chr17	5072133	5072135	chr5:23679909-23679911	0	.	gorGor3	chr17:5072133-5072135	chr17:5072133-5072135
chr17	16701627	16701629	chr5:23679909-23679911	0	.	gorGor3	chr17:16701627-16701629	chr17:5072133-5072135
chr17	18420713	18420715	chr5:23679909-23679911	0	.	gorGor3	chr17:18420713-18420715	chr17:5072133-5072135
chr17	20330175	20330177	chr5:23679909-23679911	0	.	gorGor3	chr17:20330175-20330177	chr17:5072133-5072135
chr17	58260740	58260742	chr5:23679909-23679911	0	.	gorGor3	chr17:58260740-58260742	chr17:5072133-5072135
chr17	5072133	5072135	chr5:62851288-62851290	0	.	gorGor3	chr17:5072133-5072135	chr17:5072133-5072135
chr17	16701627	16701629	chr5:62851288-62851290	0	.	gorGor3	chr17:16701627-16701629	chr17:5072133-5072135
chr17	18420713	18420715	chr5:62851288-62851290	0	.	gorGor3	chr17:18420713-18420715	chr17:5072133-5072135
chr17	20330175	20330177	chr5:62851288-62851290	0	.	gorGor3	chr17:20330175-20330177	chr17:5072133-5072135
chr17	58260740	58260742	chr5:62851288-62851290	0	.	gorGor3	chr17:58260740-58260742	chr17:5072133-5072135
chr17	41284001	41284003	chr5:38570375-38570377	0	.	gorGor3	chr17:41284001-41284003	chr17:43572418-43572420
chr17	43572418	43572420	chr5:38570375-38570377	0	.	gorGor3	chr17:43572418-43572420	chr17:43572418-43572420
chr17	62837585	62837587	chr5:38570375-38570377	0	.	gorGor3	chr17:62837585-62837587	chr17:43572418-43572420
chr17_ctg5_hap1	187486	187488	chr5:38570375-38570377	0	.	gorGor3	chr17_ctg5_hap1:187486-187488	chr17:43572418-43572420
chr17	41284001	41284003	chr5:38575902-38575904	0	.	gorGor3	chr17:41284001-41284003	chr17:43572418-43572420
chr17	43572418	43572420	chr5:38575902-38575904	0	.	gorGor3	chr17:43572418-43572420	chr17:43572418-43572420
chr17	62837585	62837587	chr5:38575902-38575904	0	.	gorGor3	chr17:62837585-62837587	chr17:43572418-43572420
chr17_ctg5_hap1	187486	187488	chr5:38575902-38575904	0	.	gorGor3	chr17_ctg5_hap1:187486-187488	chr17:43572418-43572420
chr17	43735477	43735479	chr5:38229414-38229416	0	.	gorGor3	chr17:43735477-43735479	chr17:43735477-43735479
chr17_ctg5_hap1	1131839	1131841	chr5:38229414-38229416	0	.	gorGor3	chr17_ctg5_hap1:1131839-1131841	chr17:43735477-43735479
chr17	43735477	43735479	chr5:38409120-38409122	0	.	gorGor3	chr17:43735477-43735479	chr17:43735477-43735479
chr17_ctg5_hap1	1131839	1131841	chr5:38409120-38409122	0	.	gorGor3	chr17_ctg5_hap1:1131839-1131841	chr17:43735477-43735479
chr17	43825911	43825913	chr5:38313577-38313579	0	.	gorGor3	chr17:43825911-43825913	chr17:43825911-43825913
chr17_ctg5_hap1	1041559	1041561	chr5:38313577-38313579	0	.	gorGor3	chr17_ctg5_hap1:1041559-1041561	chr17:43825911-43825913
chr17	43825911	43825913	chr5:38318488-38318490	0	.	gorGor3	chr17:43825911-43825913	chr17:43825911-43825913
chr17_ctg5_hap1	1041559	1041561	chr5:38318488-38318490	0	.	gorGor3	chr17_ctg5_hap1:1041559-1041561	chr17:43825911-43825913
chr17	44011072	44011074	chr5:38099102-38099104	0	.	gorGor3	chr17:44011072-44011074	chr17:44011072-44011074
chr17_ctg5_hap1	856608	856610	chr5:38099102-38099104	0	.	gorGor3	chr17_ctg5_hap1:856608-856610	chr17:44011072-44011074
chr17	44011072	44011074	chr5:38127329-38127331	0	.	gorGor3	chr17:44011072-44011074	chr17:44011072-44011074
chr17_ctg5_hap1	856608	856610	chr5:38127329-38127331	0	.	gorGor3	chr17_ctg5_hap1:856608-856610	chr17:44011072-44011074
chr17	44013023	44013025	chr5:38097150-38097152	0	.	gorGor3	chr17:44013023-44013025	chr17:44013023-44013025
chr17_ctg5_hap1	854660	854662	chr5:38097150-38097152	0	.	gorGor3	chr17_ctg5_hap1:854660-854662	chr17:44013023-44013025
chr17	44013023	44013025	chr5:38125376-38125378	0	.	gorGor3	chr17:44013023-44013025	chr17:44013023-44013025
chr17_ctg5_hap1	854660	854662	chr5:38125376-38125378	0	.	gorGor3	chr17_ctg5_hap1:854660-854662	chr17:44013023-44013025
chr17	44031945	44031947	chr5:38104039-38104041	0	.	gorGor3	chr17:44031945-44031947	chr17:44031945-44031947
chr17	44032306	44032308	chr5:38104039-38104041	0	.	gorGor3	chr17:44032306-44032308	chr17:44031945-44031947
chr17_ctg5_hap1	835363	835365	chr5:38104039-38104041	0	.	gorGor3	chr17_ctg5_hap1:835363-835365	chr17:44031945-44031947
chr17_ctg5_hap1	835724	835726	chr5:38104039-38104041	0	.	gorGor3	chr17_ctg5_hap1:835724-835726	chr17:44031945-44031947
chr17	44031945	44031947	chr5:38104424-38104426	0	.	gorGor3	chr17:44031945-44031947	chr17:44031945-44031947
chr17	44032306	44032308	chr5:38104424-38104426	0	.	gorGor3	chr17:44032306-44032308	chr17:44031945-44031947
chr17_ctg5_hap1	835363	835365	chr5:38104424-38104426	0	.	gorGor3	chr17_ctg5_hap1:835363-835365	chr17:44031945-44031947
chr17_ctg5_hap1	835724	835726	chr5:38104424-38104426	0	.	gorGor3	chr17_ctg5_hap1:835724-835726	chr17:44031945-44031947
chr17	44014693	44014695	chr5:38095479-38095481	0	.	gorGor3	chr17:44014693-44014695	chr17:44036913-44036915
chr17	44036913	44036915	chr5:38095479-38095481	0	.	gorGor3	chr17:44036913-44036915	chr17:44036913-44036915
chr17_ctg5_hap1	830783	830785	chr5:38095479-38095481	0	.	gorGor3	chr17_ctg5_hap1:830783-830785	chr17:44036913-44036915
chr17_ctg5_hap1	852989	852991	chr5:38095479-38095481	0	.	gorGor3	chr17_ctg5_hap1:852989-852991	chr17:44036913-44036915
chr17	44014693	44014695	chr5:38123705-38123707	0	.	gorGor3	chr17:44014693-44014695	chr17:44036913-44036915
chr17	44036913	44036915	chr5:38123705-38123707	0	.	gorGor3	chr17:44036913-44036915	chr17:44036913-44036915
chr17_ctg5_hap1	830783	830785	chr5:38123705-38123707	0	.	gorGor3	chr17_ctg5_hap1:830783-830785	chr17:44036913-44036915
chr17_ctg5_hap1	852989	852991	chr5:38123705-38123707	0	.	gorGor3	chr17_ctg5_hap1:852989-852991	chr17:44036913-44036915
chr17	44095660	44095662	chr6:85088356-85088358	0	.	gorGor3	chr17:44095660-44095662	chr17:44095660-44095662
chr17_ctg5_hap1	772310	772312	chr6:85088356-85088358	0	.	gorGor3	chr17_ctg5_hap1:772310-772312	chr17:44095660-44095662
chr17	44095660	44095662	chr6:85096675-85096677	0	.	gorGor3	chr17:44095660-44095662	chr17:44095660-44095662
chr17_ctg5_hap1	772310	772312	chr6:85096675-85096677	0	.	gorGor3	chr17_ctg5_hap1:772310-772312	chr17:44095660-44095662
chr17	44166196	44166198	chr5:37048200-37048202	0	.	gorGor3	chr17:44166196-44166198	chr17:44166196-44166198
chr17	45151913	45151915	chr5:37048200-37048202	0	.	gorGor3	chr17:45151913-45151915	chr17:44166196-44166198
chr17_ctg5_hap1	699586	699588	chr5:37048200-37048202	0	.	gorGor3	chr17_ctg5_hap1:699586-699588	chr17:44166196-44166198
chr17	44166196	44166198	chr5:37049203-37049205	0	.	gorGor3	chr17:44166196-44166198	chr17:44166196-44166198
chr17	45151913	45151915	chr5:37049203-37049205	0	.	gorGor3	chr17:45151913-45151915	chr17:44166196-44166198
chr17_ctg5_hap1	699586	699588	chr5:37049203-37049205	0	.	gorGor3	chr17_ctg5_hap1:699586-699588	chr17:44166196-44166198
chr17	44166196	44166198	chr5:37966067-37966069	0	.	gorGor3	chr17:44166196-44166198	chr17:44166196-44166198
chr17	45151913	45151915	chr5:37966067-37966069	0	.	gorGor3	chr17:45151913-45151915	chr17:44166196-44166198
chr17_ctg5_hap1	699586	699588	chr5:37966067-37966069	0	.	gorGor3	chr17_ctg5_hap1:699586-699588	chr17:44166196-44166198
chr17	44170611	44170613	chr5:37043259-37043261	0	.	gorGor3	chr17:44170611-44170613	chr17:44170611-44170613
chr17	45156846	45156848	chr5:37043259-37043261	0	.	gorGor3	chr17:45156846-45156848	chr17:44170611-44170613
chr17_ctg5_hap1	695145	695147	chr5:37043259-37043261	0	.	gorGor3	chr17_ctg5_hap1:695145-695147	chr17:44170611-44170613
chr17	44170611	44170613	chr5:37961605-37961607	0	.	gorGor3	chr17:44170611-44170613	chr17:44170611-44170613
chr17	45156846	45156848	chr5:37961605-37961607	0	.	gorGor3	chr17:45156846-45156848	chr17:44170611-44170613
chr17_ctg5_hap1	695145	695147	chr5:37961605-37961607	0	.	gorGor3	chr17_ctg5_hap1:695145-695147	chr17:44170611-44170613
chr17	44180441	44180443	chr5:37035510-37035512	0	.	gorGor3	chr17:44180441-44180443	chr17:44180441-44180443
chr17	45164652	45164654	chr5:37035510-37035512	0	.	gorGor3	chr17:45164652-45164654	chr17:44180441-44180443
chr17_ctg5_hap1	685615	685617	chr5:37035510-37035512	0	.	gorGor3	chr17_ctg5_hap1:685615-685617	chr17:44180441-44180443
chr17	44180441	44180443	chr5:37949869-37949871	0	.	gorGor3	chr17:44180441-44180443	chr17:44180441-44180443
chr17	45164652	45164654	chr5:37949869-37949871	0	.	gorGor3	chr17:45164652-45164654	chr17:44180441-44180443
chr17_ctg5_hap1	685615	685617	chr5:37949869-37949871	0	.	gorGor3	chr17_ctg5_hap1:685615-685617	chr17:44180441-44180443
chr17	44284673	44284675	chr5:37832575-37832577	0	.	gorGor3	chr17:44284673-44284675	chr17:44293204-44293206
chr17	44293204	44293206	chr5:37832575-37832577	0	.	gorGor3	chr17:44293204-44293206	chr17:44293204-44293206
chr17	45171734	45171736	chr5:37832575-37832577	0	.	gorGor3	chr17:45171734-45171736	chr17:44293204-44293206
chr17_ctg5_hap1	573037	573039	chr5:37832575-37832577	0	.	gorGor3	chr17_ctg5_hap1:573037-573039	chr17:44293204-44293206
chr17_ctg5_hap1	581633	581635	chr5:37832575-37832577	0	.	gorGor3	chr17_ctg5_hap1:581633-581635	chr17:44293204-44293206
chr17_ctg5_hap1	1310230	1310232	chr5:37832575-37832577	0	.	gorGor3	chr17_ctg5_hap1:1310230-1310232	chr17:44293204-44293206
chr17	44284673	44284675	chr5:37842125-37842127	0	.	gorGor3	chr17:44284673-44284675	chr17:44293204-44293206
chr17	44293204	44293206	chr5:37842125-37842127	0	.	gorGor3	chr17:44293204-44293206	chr17:44293204-44293206
chr17	45171734	45171736	chr5:37842125-37842127	0	.	gorGor3	chr17:45171734-45171736	chr17:44293204-44293206
chr17_ctg5_hap1	573037	573039	chr5:37842125-37842127	0	.	gorGor3	chr17_ctg5_hap1:573037-573039	chr17:44293204-44293206
chr17_ctg5_hap1	581633	581635	chr5:37842125-37842127	0	.	gorGor3	chr17_ctg5_hap1:581633-581635	chr17:44293204-44293206
chr17_ctg5_hap1	1310230	1310232	chr5:37842125-37842127	0	.	gorGor3	chr17_ctg5_hap1:1310230-1310232	chr17:44293204-44293206
chr17	44339407	44339409	chr5:15542470-15542472	0	.	gorGor3	chr17:44339407-44339409	chr17:44339407-44339409
chr17	66000057	66000059	chr5:15542470-15542472	0	.	gorGor3	chr17:66000057-66000059	chr17:44339407-44339409
chr17	66001541	66001543	chr5:15542470-15542472	0	.	gorGor3	chr17:66001541-66001543	chr17:44339407-44339409
chr17_ctg5_hap1	526533	526535	chr5:15542470-15542472	0	.	gorGor3	chr17_ctg5_hap1:526533-526535	chr17:44339407-44339409
chr17_ctg5_hap1	1206392	1206394	chr5:15542470-15542472	0	.	gorGor3	chr17_ctg5_hap1:1206392-1206394	chr17:44339407-44339409
chr17	44339407	44339409	chr5:37786904-37786906	0	.	gorGor3	chr17:44339407-44339409	chr17:44339407-44339409
chr17	66000057	66000059	chr5:37786904-37786906	0	.	gorGor3	chr17:66000057-66000059	chr17:44339407-44339409
chr17	66001541	66001543	chr5:37786904-37786906	0	.	gorGor3	chr17:66001541-66001543	chr17:44339407-44339409
chr17_ctg5_hap1	526533	526535	chr5:37786904-37786906	0	.	gorGor3	chr17_ctg5_hap1:526533-526535	chr17:44339407-44339409
chr17_ctg5_hap1	1206392	1206394	chr5:37786904-37786906	0	.	gorGor3	chr17_ctg5_hap1:1206392-1206394	chr17:44339407-44339409
chr17	44351532	44351534	chr5:15563952-15563954	0	.	gorGor3	chr17:44351532-44351534	chr17:44351532-44351534
chr17	65979290	65979292	chr5:15563952-15563954	0	.	gorGor3	chr17:65979290-65979292	chr17:44351532-44351534
chr17_ctg5_hap1	514435	514437	chr5:15563952-15563954	0	.	gorGor3	chr17_ctg5_hap1:514435-514437	chr17:44351532-44351534
chr17_ctg5_hap1	1218538	1218540	chr5:15563952-15563954	0	.	gorGor3	chr17_ctg5_hap1:1218538-1218540	chr17:44351532-44351534
chr17_ctg5_hap1	1255844	1255846	chr5:15563952-15563954	0	.	gorGor3	chr17_ctg5_hap1:1255844-1255846	chr17:44351532-44351534
chr17	44351532	44351534	chr5:37774511-37774513	0	.	gorGor3	chr17:44351532-44351534	chr17:44351532-44351534
chr17	65979290	65979292	chr5:37774511-37774513	0	.	gorGor3	chr17:65979290-65979292	chr17:44351532-44351534
chr17_ctg5_hap1	514435	514437	chr5:37774511-37774513	0	.	gorGor3	chr17_ctg5_hap1:514435-514437	chr17:44351532-44351534
chr17_ctg5_hap1	1218538	1218540	chr5:37774511-37774513	0	.	gorGor3	chr17_ctg5_hap1:1218538-1218540	chr17:44351532-44351534
chr17_ctg5_hap1	1255844	1255846	chr5:37774511-37774513	0	.	gorGor3	chr17_ctg5_hap1:1255844-1255846	chr17:44351532-44351534
chr17	44353727	44353729	chr5:15565508-15565510	0	.	gorGor3	chr17:44353727-44353729	chr17:44353727-44353729
chr17	65977708	65977710	chr5:15565508-15565510	0	.	gorGor3	chr17:65977708-65977710	chr17:44353727-44353729
chr17_ctg5_hap1	512243	512245	chr5:15565508-15565510	0	.	gorGor3	chr17_ctg5_hap1:512243-512245	chr17:44353727-44353729
chr17_ctg5_hap1	1220727	1220729	chr5:15565508-15565510	0	.	gorGor3	chr17_ctg5_hap1:1220727-1220729	chr17:44353727-44353729
chr17_ctg5_hap1	1253655	1253657	chr5:15565508-15565510	0	.	gorGor3	chr17_ctg5_hap1:1253655-1253657	chr17:44353727-44353729
chr17	44353727	44353729	chr5:37772330-37772332	0	.	gorGor3	chr17:44353727-44353729	chr17:44353727-44353729
chr17	65977708	65977710	chr5:37772330-37772332	0	.	gorGor3	chr17:65977708-65977710	chr17:44353727-44353729
chr17_ctg5_hap1	512243	512245	chr5:37772330-37772332	0	.	gorGor3	chr17_ctg5_hap1:512243-512245	chr17:44353727-44353729
